LGFi,FFi,FFo,PI,PO,Class
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,2,Normal
11,2,0,3,3,Normal
9,0,0,1,1,Normal
11,2,0,3,2,Normal
11,2,0,3,1,Normal
5,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,2,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,3,Normal
11,2,0,3,3,Normal
9,0,0,1,4,Normal
11,2,0,3,3,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Trojan
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
4,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
4,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
4,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
5,1,0,2,5,Normal
5,1,0,2,4,Normal
5,1,0,2,3,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
5,1,0,2,3,Normal
5,1,0,2,3,Normal
5,1,0,2,2,Normal
5,1,0,2,4,Normal
5,1,0,2,6,Normal
5,1,0,2,5,Normal
5,1,0,2,4,Normal
5,1,0,2,6,Normal
5,1,0,2,8,Normal
5,1,0,2,7,Normal
5,1,0,2,6,Normal
5,1,0,2,7,Normal
5,1,0,2,6,Normal
5,1,0,2,5,Normal
5,1,0,2,4,Normal
5,1,0,2,3,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
5,1,0,2,3,Normal
5,1,0,2,3,Normal
5,1,0,2,2,Normal
5,1,0,2,4,Normal
5,1,0,2,6,Normal
5,1,0,2,5,Normal
5,1,0,2,4,Normal
5,1,0,2,6,Normal
14,1,0,2,6,Normal
11,2,0,3,7,Normal
11,2,0,3,6,Normal
11,2,0,3,5,Normal
11,2,0,3,6,Normal
11,2,0,3,5,Normal
11,2,0,3,4,Normal
11,2,0,3,3,Normal
11,2,0,3,2,Normal
11,2,0,3,1,Normal
11,2,0,3,6,Normal
11,2,0,3,5,Normal
11,2,0,3,4,Normal
11,2,0,3,3,Normal
11,2,0,3,7,Normal
11,2,0,3,7,Normal
9,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,6,Normal
11,2,0,3,7,Normal
9,0,0,1,6,Normal
11,2,0,3,7,Normal
9,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,3,Normal
11,2,0,3,4,Normal
9,0,0,1,2,Normal
11,2,0,3,3,Normal
9,0,0,1,1,Normal
11,2,0,3,2,Normal
11,2,0,3,1,Normal
5,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,3,Normal
11,2,0,3,4,Normal
9,0,0,1,2,Normal
11,2,0,3,3,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,7,Normal
5,1,0,2,7,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,7,Normal
5,1,0,2,7,Normal
6,0,0,1,7,Normal
5,1,0,2,7,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,4,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
4,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
4,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
4,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
6,0,0,1,5,Normal
5,1,0,2,4,Normal
5,1,0,2,6,Normal
5,1,0,2,8,Normal
5,1,0,2,7,Normal
5,1,0,2,6,Normal
5,1,0,2,7,Normal
5,1,0,2,6,Normal
5,1,0,2,5,Normal
5,1,0,2,4,Normal
5,1,0,2,3,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
5,1,0,2,3,Normal
5,1,0,2,3,Normal
5,1,0,2,2,Normal
5,1,0,2,4,Normal
5,1,0,2,5,Trojan
5,1,0,2,5,Normal
5,1,0,2,4,Normal
5,1,0,2,6,Normal
5,1,0,2,5,Trojan
5,1,0,2,7,Normal
5,1,0,2,6,Normal
5,1,0,2,7,Normal
5,1,0,2,6,Normal
5,1,0,2,5,Normal
5,1,0,2,4,Normal
5,1,0,2,3,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
5,1,0,2,3,Normal
5,1,0,2,5,Normal
14,1,0,2,4,Normal
11,2,0,3,3,Normal
11,2,0,3,8,Normal
11,2,0,3,7,Normal
11,2,0,3,6,Normal
11,2,0,3,5,Normal
11,2,0,3,8,Normal
11,2,0,3,7,Normal
11,2,0,3,6,Normal
11,2,0,3,5,Normal
11,2,0,3,6,Normal
11,2,0,3,5,Normal
11,2,0,3,4,Normal
11,2,0,3,3,Normal
11,2,0,3,2,Normal
11,2,0,3,1,Normal
5,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,3,Normal
11,2,0,3,4,Normal
9,0,0,1,2,Normal
11,2,0,3,3,Normal
9,0,0,1,7,Normal
11,2,0,3,8,Normal
9,0,0,1,6,Normal
11,2,0,3,7,Normal
9,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,7,Normal
11,2,0,3,8,Normal
9,0,0,1,6,Normal
11,2,0,3,7,Normal
9,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,3,Normal
11,2,0,3,4,Normal
9,0,0,1,2,Normal
11,2,0,3,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Trojan
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Trojan
5,1,0,2,1,Normal
2,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,7,Normal
5,1,0,2,5,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Trojan
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
4,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
4,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
4,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
3,2,0,3,1,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
5,1,0,2,8,Normal
5,1,0,2,8,Normal
5,1,0,2,10,Normal
5,1,0,2,9,Normal
5,1,0,2,8,Normal
5,1,0,2,7,Normal
5,1,0,2,6,Normal
5,1,0,2,5,Normal
5,1,0,2,4,Normal
5,1,0,2,3,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
5,1,0,2,2,Normal
5,1,0,2,4,Normal
5,1,0,2,4,Normal
5,1,0,2,6,Normal
5,1,0,2,6,Normal
5,1,0,2,8,Normal
5,1,0,2,8,Normal
5,1,0,2,10,Normal
5,1,0,2,9,Normal
5,1,0,2,8,Normal
5,1,0,2,7,Normal
5,1,0,2,6,Normal
5,1,0,2,5,Normal
5,1,0,2,4,Normal
5,1,0,2,3,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
5,1,0,2,2,Normal
5,1,0,2,4,Normal
14,1,0,2,6,Normal
11,2,0,3,5,Normal
11,2,0,3,8,Normal
11,2,0,3,7,Normal
11,2,0,3,10,Normal
11,2,0,3,9,Normal
11,2,0,3,9,Normal
11,2,0,3,8,Normal
11,2,0,3,7,Normal
11,2,0,3,6,Normal
11,2,0,3,5,Normal
11,2,0,3,4,Normal
11,2,0,3,3,Normal
11,2,0,3,2,Normal
11,2,0,3,1,Normal
11,2,0,3,4,Normal
9,0,0,1,2,Normal
11,2,0,3,3,Normal
9,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,6,Normal
11,2,0,3,7,Normal
9,0,0,1,6,Normal
11,2,0,3,7,Normal
9,0,0,1,9,Normal
11,2,0,3,10,Normal
9,0,0,1,9,Normal
11,2,0,3,10,Normal
9,0,0,1,8,Normal
11,2,0,3,9,Normal
9,0,0,1,7,Normal
11,2,0,3,8,Normal
9,0,0,1,6,Normal
11,2,0,3,7,Normal
9,0,0,1,5,Normal
11,2,0,3,6,Normal
9,0,0,1,4,Normal
11,2,0,3,5,Normal
9,0,0,1,3,Normal
11,2,0,3,4,Normal
9,0,0,1,2,Normal
11,2,0,3,3,Normal
9,0,0,1,1,Normal
11,2,0,3,2,Normal
11,2,0,3,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
2,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,7,Normal
5,1,0,2,8,Normal
6,0,0,1,6,Normal
5,1,0,2,7,Normal
6,0,0,1,5,Normal
5,1,0,2,6,Normal
6,0,0,1,4,Normal
5,1,0,2,5,Normal
6,0,0,1,3,Normal
5,1,0,2,4,Normal
6,0,0,1,2,Normal
5,1,0,2,3,Normal
6,0,0,1,1,Normal
5,1,0,2,2,Normal
5,1,0,2,1,Normal
